"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
5719,8.96667,125.18333,"Magsaysay","osm-id 198506836",,"City (Medium)",01/18/08,01:20:53 PM
5718,8.51667,124.93333,"Malitbog","osm-id 198500062",,"City (Medium)",01/18/08,12:43:28 PM
2765,13.73333,123.06667,"Cabusao","osm-id 198499161",,"City (Medium)",01/18/08,12:42:18 PM
4495,10.70000,122.68333,"Buenavista","osm-id 198526316",,"City (Medium)",01/18/08,01:29:25 PM
5393,9.88333,123.88333,"Calape","osm-id 198525154",,"City (Medium)",01/18/08,01:28:42 PM
393,15.78333,120.50000,"Bautista","osm-id 198532158",,"City (Medium)",01/18/08,01:30:39 PM
5710,8.75000,124.83333,"Balingasag","osm-id 198503985",,"City (Medium)",01/18/08,01:24:28 PM
5708,8.50917,124.43611,"Alubijid","osm-id 198529810",,"City (Medium)",02/12/08,02:30:04 PM
5707,8.49056,124.33583,"Initao","osm-id 198496016",,"City (Medium)",02/12/08,02:29:28 PM
5706,8.52861,124.36861,"Libertad","osm-id 198522841",,"City (Medium)",02/12/08,02:29:15 PM
6059,6.76667,125.18333,"Magsaysay","osm-id 198499696",,"City (Medium)",01/18/08,12:43:38 PM
2221,14.50000,121.41667,"Santa Maria","osm-id 198496562",,"City (Medium)",04/01/08,04:45:57 PM
5726,8.86667,125.40000,"Buenavista","osm-id 198492734",,"City (Medium)",01/18/08,12:44:21 PM
3984,11.70000,125.18333,"Hinabangan","osm-id 198504936",,"City (Medium)",01/18/08,12:47:45 PM
5739,8.47472,125.50889,"San Luis","osm-id 198531764",,"City (Medium)",12/12/08,09:43:50 AM
5738,8.76667,125.50000,"Las Nieves","osm-id 198527144",,"City (Medium)",01/18/08,01:27:30 PM
5736,8.90000,126.23333,"Cagwait","osm-id 198507207",,"City (Medium)",01/18/08,01:21:27 PM
201,17.45000,121.15000,"Balbalan","osm-id 198505807",,"City (Medium)",01/18/08,12:48:39 PM
2770,13.80000,123.48333,"Lagonoy","osm-id 198508778",,"City (Medium)",01/18/08,01:35:36 PM
5720,9.00000,125.25000,"Carmen","osm-id 198500247",,"City (Medium)",01/18/08,12:43:04 PM
4023,8.95000,117.98333,"Brooke""s Point","osm-id 198525084",,"City (Medium)",01/18/08,01:28:43 PM
5728,9.08333,126.08333,"Tandag","osm-id 198522530",,"City (Medium)",01/18/08,01:40:47 PM
5727,8.90000,125.80000,"Bayugan","osm-id 198501576",,"City (Medium)",01/18/08,01:22:50 PM
3397,11.46667,123.01667,"Pilar","osm-id 198514485",,"City (Medium)",01/18/08,01:37:29 PM
5684,9.30000,125.90000,"Cantilan","osm-id 198514794",,"City (Medium)",01/18/08,01:36:29 PM
4559,10.31667,123.30000,"Vallehermoso","osm-id 198515907",,"City (Medium)",01/18/08,01:36:08 PM
5533,9.75000,123.98333,"Balilihan","osm-id 198495623",,"City (Medium)",01/18/08,12:47:37 PM
1114,14.66836,120.93826,"Navotas","osm-id 198522729",,"City (Medium)",11/09/08,09:46:00 PM
5698,8.95000,124.91667,"Talisayan","osm-id 198499482",,"City (Medium)",01/18/08,12:43:53 PM
5688,9.20000,125.96667,"Carmen","osm-id 198522531",,"City (Medium)",01/18/08,01:40:48 PM
5687,9.21612,125.93368,"Madrid","osm-id 198490992",,"City (Medium)",01/18/08,01:26:34 PM
433,16.60000,121.26667,"Bagabag","osm-id 198510453",,"City (Medium)",01/18/08,01:33:58 PM
5878,7.50000,124.16667,"Balabagan","osm-id 198499869",,"City (Medium)",01/18/08,12:43:09 PM
5697,8.95000,124.86667,"Balingoan","osm-id 198527974",,"City (Medium)",01/18/08,01:27:36 PM
5558,9.78333,124.46667,"Guindulman","osm-id 198492651",,"City (Medium)",01/18/08,12:45:15 PM
1929,14.53333,121.16667,"Angono","osm-id 198498479",,"City (Medium)",04/01/08,05:17:44 PM
3454,11.26667,123.73333,"Madridejos","osm-id 198496758",,"City (Medium)",01/18/08,12:41:15 PM
1112,14.69484,121.11759,"San Mateo","osm-id 255066300",,"City (Medium)",01/29/09,03:54:53 AM
5638,9.50000,125.78333,"Claver","osm-id 198510356",,"City (Medium)",01/18/08,01:33:57 PM
3784,11.62443,124.38031,"Almeria","osm-id 198528713",,"City (Medium)",07/20/08,06:19:49 AM
3779,11.70001,124.36638,"Kawayan","osm-id 198491063",,"City (Medium)",11/14/08,01:27:41 AM
5692,9.11667,124.76667,"Guinsiliban","osm-id 198511940",,"City (Medium)",01/18/08,01:32:21 PM
3471,14.03333,124.20000,"Pandan","osm-id 198518294",,"City (Medium)",01/18/08,01:38:47 PM
5343,10.20000,124.85000,"Maasin","osm-id 198505398",,"City (Medium)",01/18/08,12:48:05 PM
5700,8.88333,124.96667,"Medina","osm-id 198500356",,"City (Medium)",01/18/08,01:22:04 PM
5699,8.88333,124.81667,"Salay","osm-id 198504513",,"City (Medium)",01/18/08,12:48:02 PM
5691,9.13932,124.79452,"Benoni","osm-id 279363223",,"City (Medium)",01/29/09,03:54:32 AM
5690,9.11667,124.71667,"Sagay","osm-id 198527722",,"City (Medium)",01/18/08,01:27:45 PM
469,15.68333,121.10000,"Rizal","osm-id 198523935",,"City (Medium)",01/18/08,01:39:42 PM
2649,13.87579,121.91502,"Agdangan","osm-id 198514358",,"City (Medium)",12/16/08,09:43:09 PM
2317,14.26993,121.11812,"Cabuyao","osm-id 198491286",,"City (Medium)",10/10/08,12:41:57 PM
5695,8.95000,124.80000,"Sugbongcogon","osm-id 198522159",,"City (Medium)",01/18/08,01:41:05 PM
2325,14.29538,121.46441,"Lumban","osm-id 198500994",,"City (Medium)",08/30/08,03:35:40 PM
57,18.48333,121.41667,"Abulug","osm-id 198518385",,"City (Medium)",01/18/08,01:38:46 PM
5790,8.08472,124.08389,"Poona Piagapo","osm-id 198499369",,"City (Medium)",02/12/08,02:29:18 PM
5784,8.41222,125.11694,"Impasug-ong","osm-id 198518632",,"City (Medium)",12/12/08,09:43:44 AM
3061,11.93333,120.20000,"Coron","osm-id 198523590",,"City (Medium)",01/18/08,01:39:56 PM
5795,7.95520,123.76280,"Lala","osm-id 198512452",,"City (Medium)",02/12/08,02:30:21 PM
3502,13.78333,123.83333,"Caramoan","osm-id 198493663",,"City (Medium)",01/18/08,12:46:10 PM
6011,6.91667,124.43333,"Maganoy","osm-id 198527460",,"City (Medium)",01/18/08,01:27:16 PM
5783,8.37333,124.88083,"Manolo Fortich","osm-id 198491185",,"City (Medium)",12/12/08,09:43:36 AM
5782,8.32833,124.75694,"Libona","osm-id 198511073",,"City (Medium)",02/12/08,02:29:32 PM
481,15.53333,121.31667,"Gabaldon","osm-id 198490736",,"City (Medium)",01/18/08,01:27:06 PM
145,17.23333,120.51667,"Banayoyo","osm-id 198498325",,"City (Medium)",01/18/08,12:42:50 PM
4373,11.13333,122.11667,"Lawa-an","osm-id 198490705",,"City (Medium)",01/18/08,01:26:57 PM
3988,11.63333,125.43333,"Borongan","osm-id 198514971",,"City (Medium)",01/18/08,01:36:44 PM
5786,8.25250,124.93417,"Sumilao","osm-id 198505356",,"City (Medium)",12/12/08,09:43:08 AM
5815,7.90000,124.13333,"Tugaya","osm-id 198531432",,"City (Medium)",01/18/08,01:29:58 PM
5814,7.75000,124.10000,"Calanogas","osm-id 198530457",,"City (Medium)",01/18/08,01:31:49 PM
5803,7.95000,124.18333,"Marantao","osm-id 198518566",,"City (Medium)",01/18/08,01:38:43 PM
226,17.11667,121.61667,"Roxas","osm-id 198504856",,"City (Medium)",01/18/08,12:47:44 PM
4649,9.71667,122.63333,"Candoni","osm-id 198508546",,"City (Medium)",01/18/08,01:35:33 PM
5519,9.87159,125.96662,"Del Carmen","osm-id 198522245",,"City (Medium)",07/18/08,09:16:16 PM
5816,7.88333,124.11667,"Bacolod Grande","osm-id 198530107",,"City (Medium)",01/18/08,01:31:43 PM
5802,8.02778,124.25833,"Saguiaran","osm-id 198498827",,"City (Medium)",02/12/08,02:31:57 PM
5799,8.08056,124.22361,"Baloi","osm-id 198497803",,"City (Medium)",02/12/08,02:29:09 PM
5796,7.95490,123.99090,"Tangcal","osm-id 198518625",,"City (Medium)",02/12/08,02:29:38 PM
5812,7.88333,124.08333,"Madalum","osm-id 198500497",,"City (Medium)",01/18/08,01:21:58 PM
5811,7.88333,124.06667,"Madamba","osm-id 198527120",,"City (Medium)",01/18/08,01:27:29 PM
5808,7.91667,124.40000,"Molundo","osm-id 198494137",,"City (Medium)",01/18/08,12:45:44 PM
5806,7.96667,124.38333,"Buadiposo-Buntong","osm-id 198532242",,"City (Medium)",01/18/08,01:30:46 PM
5671,9.36667,125.85000,"Carrascal","osm-id 198509264",,"City (Medium)",01/18/08,01:36:00 PM
5756,8.45000,126.20000,"Tagbina","osm-id 198512140",,"City (Medium)",01/18/08,01:32:53 PM
5755,8.50000,125.93333,"San Francisco","osm-id 198505756",,"City (Medium)",01/18/08,12:48:42 PM
420,15.55000,120.76667,"Licab","osm-id 198492654",,"City (Medium)",01/18/08,12:45:18 PM
5776,8.11278,124.27833,"Tagoloan","osm-id 198509098",,"City (Medium)",02/12/08,02:29:53 PM
5764,8.29270,123.76300,"Sinacaban","osm-id 198506981",,"City (Medium)",02/12/08,02:29:25 PM
5763,8.32340,123.75130,"Jimenez","osm-id 198507643",,"City (Medium)",02/12/08,02:29:50 PM
5762,8.35450,123.76750,"Panaon","osm-id 198506145",,"City (Medium)",02/12/08,02:29:59 PM
5744,8.65000,126.08333,"Lianga","osm-id 198511003",,"City (Medium)",01/18/08,01:33:03 PM
4002,11.33333,125.58333,"Hernani","osm-id 198499803",,"City (Medium)",01/18/08,12:43:46 PM
125,17.55000,120.51667,"San Quintin","osm-id 198531260",,"City (Medium)",01/18/08,01:29:55 PM
5754,8.55000,126.20000,"Barobo","osm-id 198531543",,"City (Medium)",01/18/08,01:30:04 PM
3303,11.85000,122.03333,"Nabas","osm-id 198500762",,"City (Medium)",01/18/08,01:22:20 PM
4000,11.35000,125.45000,"Llorente","osm-id 198506951",,"City (Medium)",01/18/08,01:21:02 PM
5956,7.13333,125.71667,"Babak","osm-id 198522523",,"City (Medium)",01/18/08,01:40:44 PM
121,17.60000,120.81667,"Lagangilang","osm-id 198508471",,"City (Medium)",01/18/08,01:21:52 PM
5774,8.15167,124.16611,"Linamon","osm-id 198495497",,"City (Medium)",02/12/08,02:32:00 PM
3992,11.45000,125.23333,"Marabut","osm-id 198490677",,"City (Medium)",01/18/08,01:26:53 PM
2941,12.16667,119.95000,"Busuanga","osm-id 198492899",,"City (Medium)",01/18/08,12:43:59 PM
5778,8.10917,124.43917,"Tagoloan Two","osm-id 198532458",,"City (Medium)",12/12/08,09:43:25 AM
2533,13.38333,120.75000,"Abra de Ilog","osm-id 198520765",,"City (Medium)",01/18/08,01:38:07 PM
3560,12.98333,123.98333,"Sorsogon","osm-id 198532506",,"City (Medium)",01/18/08,01:31:00 PM
5768,8.25170,123.75520,"Tudela","osm-id 198506686",,"City (Medium)",02/12/08,02:29:34 PM
5767,8.34501,124.27666,"Lugait","osm-id 198525917",,"City (Medium)",01/20/09,01:42:32 PM
5766,8.36750,124.35139,"Manticao","osm-id 198507005",,"City (Medium)",02/12/08,02:29:07 PM
266,16.52981,120.33318,"Bauang","osm-id 198527229",,"City (Medium)",11/15/08,09:23:43 PM
5771,8.15778,124.10139,"Kauswagan","osm-id 198531623",,"City (Medium)",02/12/08,02:29:21 PM
5770,8.08620,123.89400,"Kolambugan","osm-id 198506394",,"City (Medium)",02/12/08,02:29:45 PM
4636,9.61667,121.25000,"Cagayancillo","osm-id 198492709",,"City (Medium)",01/18/08,12:44:30 PM
3378,11.51667,122.46667,"Altavas","osm-id 198494818",,"City (Medium)",01/18/08,12:46:23 PM
5552,9.65020,124.36623,"Jagna","osm-id 198501394",,"City (Medium)",07/30/08,06:22:13 AM
3374,11.60000,122.35000,"Banga","osm-id 198499461",,"City (Medium)",01/18/08,12:43:52 PM
5845,8.31556,125.60139,"La Paz","osm-id 198526577",,"City (Medium)",12/12/08,09:43:27 AM
5562,9.25328,124.71646,"Mambajao","osm-id 198497077",,"City (Medium)",07/19/08,03:30:17 AM
5560,9.60000,124.83333,"Dauis","osm-id 198495653",,"City (Medium)",01/18/08,12:47:39 PM
5559,9.76667,124.55000,"Anda","osm-id 198527529",,"City (Medium)",01/18/08,01:27:43 PM
5543,9.62479,123.91029,"Baclayon","osm-id 251106813",,"City (Medium)",01/29/09,03:54:39 AM
532,15.01667,120.31667,"San Marcelino","osm-id 198523713",,"City (Medium)",04/01/08,04:39:06 PM
5540,9.76667,124.40000,"Duero","osm-id 198523884",,"City (Medium)",01/18/08,01:40:05 PM
5573,9.71667,125.41667,"San Francisco","osm-id 198526722",,"City (Medium)",01/18/08,01:29:40 PM
3376,11.56667,122.48333,"New Washington / Batan","osm-id 198497586",,"City (Medium)",01/18/08,12:42:02 PM
537,15.03333,120.61667,"Santa Rita","osm-id 198503797",,"City (Medium)",04/01/08,05:12:11 PM
5548,9.60651,124.00384,"Loay","osm-id 198513478",,"City (Medium)",03/08/08,05:51:16 PM
5551,9.65000,124.15000,"Dimiao","osm-id 198497515",,"City (Medium)",01/18/08,12:42:10 PM
6104,6.14667,125.35722,"Alabel","osm-id 198499989",,"City (Medium)",12/12/08,09:43:02 AM
281,16.33333,119.88333,"Bolinao","osm-id 198530273",,"City (Medium)",01/18/08,01:31:40 PM
4044,11.17956,119.39131,"El Nido","osm-id 206253413",,"City (Medium)",01/29/09,03:54:24 AM
3391,11.53056,122.81722,"Panay","osm-id 198498768",,"City (Medium)",01/18/08,12:42:43 PM
703,14.81667,122.15000,"Patnanungan","osm-id 198503257",,"City (Medium)",01/18/08,01:23:58 PM
2801,13.51667,123.20000,"Minalabac","osm-id 198492547",,"City (Medium)",01/18/08,12:45:27 PM
416,15.61667,120.93333,"Talavera","osm-id 198491022",,"City (Medium)",01/18/08,01:25:56 PM
4805,8.10000,123.60000,"Bonifacio","osm-id 198496841",,"City (Medium)",01/18/08,12:41:13 PM
5563,9.24380,124.73781,"Balbagon","osm-id 279363221",,"City (Medium)",01/29/09,03:54:31 AM
5761,8.39310,123.76230,"Aloran","osm-id 198491137",,"City (Medium)",02/12/08,02:30:02 PM
3269,12.28333,123.66667,"Mobo","osm-id 198521656",,"City (Medium)",01/18/08,01:41:16 PM
5568,9.14721,124.79766,"San Roque","osm-id 279363222",,"City (Medium)",01/29/09,03:54:33 AM
5567,9.15000,124.76667,"Mahinog","osm-id 198493957",,"City (Medium)",01/18/08,12:45:49 PM
3672,12.45000,124.53333,"Bobon","osm-id 198531983",,"City (Medium)",01/18/08,01:30:37 PM
4687,9.26667,123.63333,"Enrique Villanueva","osm-id 198522748",,"City (Medium)",01/18/08,01:40:54 PM
5498,10.02157,126.03545,"Santa Monica","osm-id 198526553",,"City (Medium)",07/18/08,09:15:59 PM
3334,11.71667,122.33333,"Numancia","osm-id 198492695",,"City (Medium)",01/18/08,12:44:49 PM
5535,9.68333,123.96667,"Sikatuna","osm-id 198525595",,"City (Medium)",01/18/08,01:29:08 PM
561,14.88333,120.60000,"Sasmuan","osm-id 198509397",,"City (Medium)",07/03/08,09:11:19 AM
5791,8.02780,123.92940,"Magsaysay","osm-id 198493465",,"City (Medium)",02/12/08,02:32:03 PM
5503,9.96537,126.01501,"San Benito","osm-id 198505431",,"City (Medium)",07/20/08,07:37:55 AM
3347,11.43333,122.11667,"Culasi","osm-id 198504959",,"City (Medium)",01/18/08,12:47:48 PM
3346,11.53333,122.30000,"Balete","osm-id 198504143",,"City (Medium)",01/18/08,01:24:31 PM
3985,11.73333,125.36667,"San Julian","osm-id 198514733",,"City (Medium)",01/18/08,01:36:31 PM
2793,13.56667,123.38333,"Ocampo","osm-id 198509506",,"City (Medium)",01/18/08,01:35:44 PM
3351,11.30000,122.11667,"Tibiao","osm-id 198526844",,"City (Medium)",01/18/08,01:29:41 PM
3350,11.41667,122.31667,"Libacao","osm-id 198510749",,"City (Medium)",01/18/08,01:33:08 PM
5821,7.88333,124.33333,"Tamparan","osm-id 198518545",,"City (Medium)",01/18/08,01:38:45 PM
5534,9.71667,124.03333,"Sevilla","osm-id 198508704",,"City (Medium)",01/18/08,01:35:39 PM
5532,9.68333,123.91667,"Corella","osm-id 198514768",,"City (Medium)",01/18/08,01:36:30 PM
5395,9.90000,124.10000,"Sagbayan","osm-id 198528442",,"City (Medium)",01/18/08,01:27:56 PM
5539,9.81667,124.28333,"Sierra-Bullones","osm-id 198518580",,"City (Medium)",01/18/08,01:38:42 PM
5538,9.80000,124.11667,"Batuan","osm-id 198499584",,"City (Medium)",01/18/08,12:43:33 PM
3896,11.33333,124.40000,"Tabango","osm-id 198505632",,"City (Medium)",01/18/08,12:48:47 PM
1121,14.66138,120.95875,"Malabon","osm-id 198507433",,"City (Medium)",10/01/08,12:05:58 PM
5524,9.86432,126.09965,"Pilar","osm-id 198523773",,"City (Medium)",07/18/08,09:15:06 PM
5185,11.18393,124.56140,"Kananga","osm-id 198517778",,"City (Medium)",11/17/08,01:21:03 AM
585,14.58333,120.41667,"Bagac","osm-id 198494415",,"City (Medium)",04/01/08,05:04:47 PM
5531,9.71667,123.90000,"Cortes","osm-id 198494255",,"City (Medium)",01/18/08,12:46:50 PM
173,18.11667,121.40000,"Flora","osm-id 198492716",,"City (Medium)",01/18/08,12:44:39 PM
5528,9.83333,124.03333,"Catigbian","osm-id 198510600",,"City (Medium)",01/18/08,01:33:14 PM
5527,9.80000,123.83333,"Loon","osm-id 198510695",,"City (Medium)",01/18/08,01:33:12 PM
5009,5.72780,120.90612,"Tapul","osm-id 198525566",,"City (Medium)",12/12/08,09:43:32 AM
354,16.10000,120.78333,"San Nicolas","osm-id 198528339",,"City (Medium)",01/18/08,01:27:53 PM
3428,11.46667,123.08333,"Balasan","osm-id 198522300",,"City (Medium)",01/18/08,01:41:09 PM
2729,14.01667,123.30000,"Siruma","osm-id 198492983",,"City (Medium)",01/18/08,12:45:02 PM
4517,10.45000,121.95000,"Anini-y","osm-id 198516992",,"City (Medium)",01/18/08,01:39:08 PM
5640,9.78347,126.15630,"General Luna","osm-id 198520688",,"City (Medium)",07/18/08,09:17:56 PM
6045,6.48333,125.06667,"Tampakan","osm-id 198506417",,"City (Medium)",01/18/08,12:49:03 PM
6001,7.08333,125.75000,"Samal","osm-id 198525392",,"City (Medium)",01/18/08,01:28:28 PM
5624,9.58333,125.63333,"Bacuag","osm-id 198506341",,"City (Medium)",01/18/08,12:49:05 PM
5201,11.06667,124.85000,"Dagami","osm-id 198526506",,"City (Medium)",01/18/08,01:29:47 PM
4793,8.41130,123.27890,"Katipunan","osm-id 198500881",,"City (Medium)",02/12/08,02:32:01 PM
485,15.26667,120.21667,"Botolan","osm-id 198492705",,"City (Medium)",01/18/08,12:44:27 PM
5631,9.51667,125.65000,"Gigaquit","osm-id 198523460",,"City (Medium)",01/18/08,01:40:00 PM
5630,9.55000,125.56667,"Tubod","osm-id 198500313",,"City (Medium)",01/18/08,12:43:07 PM
5655,9.65000,125.95000,"Socorro","osm-id 198526934",,"City (Medium)",01/18/08,01:29:38 PM
3396,11.43333,122.88333,"Pontevedra","osm-id 198507807",,"City (Medium)",01/18/08,01:21:33 PM
317,16.23383,120.50959,"Bugo","osm-id 30917649",,"City (Medium)",01/29/09,03:35:34 AM
4031,8.51667,117.46667,"Batarasa","osm-id 198519989",,"City (Medium)",01/18/08,01:38:24 PM
5639,9.75691,126.05159,"Dapa","osm-id 198505570",,"City (Medium)",07/18/08,09:15:15 PM
3974,11.88333,125.35000,"Taft","osm-id 198502785",,"City (Medium)",01/18/08,01:23:43 PM
3241,12.63333,123.61667,"Monreal","osm-id 198509794",,"City (Medium)",01/18/08,01:33:52 PM
5861,7.86667,125.83333,"San Vicente","osm-id 198492714",,"City (Medium)",01/18/08,12:44:33 PM
3440,11.41667,123.10000,"Batad","osm-id 198508428",,"City (Medium)",01/18/08,01:21:51 PM
465,15.90000,121.30000,"Alfonso Castaneda","osm-id 198526889",,"City (Medium)",01/18/08,01:29:34 PM
6008,7.05000,126.38333,"Tarragona","osm-id 198528609",,"City (Medium)",01/18/08,01:28:22 PM
3443,11.35000,123.08333,"San Dionisio","osm-id 198524090",,"City (Medium)",01/18/08,01:39:34 PM
3581,12.83333,124.11667,"Barcelona","osm-id 198525436",,"City (Medium)",01/18/08,01:28:32 PM
405,15.71667,120.66667,"Nampicuan","osm-id 198495849",,"City (Medium)",01/18/08,12:47:04 PM
3403,11.36667,122.85000,"Ma-ayon","osm-id 198491196",,"City (Medium)",01/18/08,01:25:20 PM
3402,11.38333,122.73333,"Dao","osm-id 198512522",,"City (Medium)",01/18/08,01:32:32 PM
3200,12.41667,122.08333,"Concepcion","osm-id 198502031",,"City (Medium)",01/18/08,01:23:19 PM
413,15.61667,120.65000,"Pura","osm-id 198503399",,"City (Medium)",01/18/08,01:24:02 PM
5619,9.55000,125.50000,"Mainit","osm-id 198532002",,"City (Medium)",01/18/08,01:30:38 PM
150,17.28333,120.78333,"Tubo","osm-id 198496044",,"City (Medium)",01/18/08,12:47:15 PM
5077,6.51667,122.13333,"Tipo-Tipo","osm-id 198528970",,"City (Medium)",01/18/08,01:28:18 PM
510,15.25207,120.85926,"Cabiao","osm-id 198518845",,"City (Medium)",11/12/08,09:49:15 AM
593,14.41520,120.85338,"Rosario","osm-id 198532080",,"City (Medium)",04/01/08,05:14:05 PM
225,17.15000,121.46667,"Paracelis","osm-id 198492718",,"City (Medium)",01/29/09,03:54:26 AM
3392,11.45000,122.70000,"Sigma","osm-id 198497851",,"City (Medium)",01/18/08,12:41:51 PM
3399,11.41667,122.60000,"Mambusao","osm-id 198522647",,"City (Medium)",01/18/08,01:40:56 PM
333,15.96667,119.86667,"Dasol","osm-id 198493807",,"City (Medium)",01/18/08,12:45:41 PM
3398,11.36667,122.43333,"Jamindan","osm-id 198506822",,"City (Medium)",01/18/08,01:20:57 PM
5789,7.99910,123.87360,"Tubod","osm-id 198498738",,"City (Medium)",02/12/08,02:29:19 PM
5618,9.61667,125.41667,"Malimono","osm-id 198509877",,"City (Medium)",01/18/08,01:33:37 PM
3422,11.53333,123.25000,"Carles","osm-id 198524383",,"City (Medium)",01/18/08,01:39:46 PM
265,16.60000,120.36667,"San Fernando","osm-id 198529227",,"City (Medium)",01/18/08,01:31:04 PM
2225,14.48333,121.56667,"Real","osm-id 198495534",,"City (Medium)",04/01/08,04:50:05 PM
5622,9.65000,125.60000,"Placer","osm-id 198501838",,"City (Medium)",01/18/08,01:23:01 PM
3585,12.75000,124.03333,"Irosin","osm-id 198491523",,"City (Medium)",01/18/08,01:24:49 PM
3270,12.21667,123.50000,"Milagros","osm-id 198511918",,"City (Medium)",01/18/08,01:32:20 PM
4675,9.45000,122.63333,"Basay","osm-id 198515143",,"City (Medium)",01/18/08,01:36:38 PM
3407,11.31667,123.00000,"Sara","osm-id 198490711",,"City (Medium)",01/18/08,01:26:59 PM
3406,11.26667,122.80000,"Dumarao","osm-id 198502606",,"City (Medium)",01/18/08,01:23:37 PM
5544,9.58021,123.75066,"Panglao","osm-id 198507125",,"City (Medium)",03/05/08,01:46:47 PM
5337,10.25000,124.80000,"Matalom","osm-id 198497241",,"City (Medium)",01/18/08,12:40:59 PM
2218,14.45000,121.21667,"Cardona","osm-id 198497211",,"City (Medium)",04/01/08,04:38:52 PM
5604,9.71667,125.61667,"Tagana-an","osm-id 198501427",,"City (Medium)",01/18/08,01:23:00 PM
2552,13.98333,121.10000,"Mataasnakahoy","osm-id 198521807",,"City (Medium)",04/01/08,04:34:23 PM
152,17.18333,120.51667,"Galimuyod","osm-id 198524204",,"City (Medium)",01/18/08,01:39:53 PM
4668,9.51796,123.30528,"Samboan","osm-id 198495004",,"City (Medium)",01/04/09,05:40:42 PM
269,16.61667,120.85000,"Kabayan","osm-id 198510984",,"City (Medium)",01/18/08,01:33:02 PM
